Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,3,Jeremy Swenson,TRACK MODIFIED - RWD,1:27.900,Corvette
2,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:29.722,Corvette
3,126,Eric Fleming,TRACK MODIFIED - RWD,1:30.235,Corvette
4,414,RS Motors,STREET MODIFIED - AWD,1:32.066,Evo IX
5,71,Joel Morrison,TRACK MODIFIED - RWD,1:32.861,S2000
6,86,Jackie Ding,STREET MODIFIED - RWD,1:32.894,Supra #TA90
7,70,Dewey DeWitt,STREET MODIFIED - AWD,1:34.039,Boogeyman
8,460,Grant Walker,TRACK MODIFIED - RWD,1:34.366,Miata
9,6,Michael Aumick,STREET MODIFIED - AWD,1:36.429,STI
10,123,Chris Bickford,UNLIMITED - RWD,1:36.707,Camaro
11,62,Brian Blaine,TRACK MODIFIED - RWD,1:37.803,Rx7
12,49,Snap Understeer,STREET MODIFIED - AWD,1:37.899,TTRS
13,35,Alex Westergaard,STREET MODIFIED - RWD,1:38.049,S2000
14,330,Vladimir Skirda,STREET - AWD,1:38.419,STi
15,87,Team Twitch,STREET - RWD,1:38.444,M3
16,7,Joshua Halka,STREET - AWD,1:38.546,Impreza WRX
17,55,Charles Miller,STREET - AWD,1:38.577,Evo IX
18,333,Darby Barber,STREET MODIFIED - RWD,1:39.459,Miata
19,63,Luca Barberis,STREET MODIFIED - AWD,1:39.502,Lancer Evolution IX
20,90,Real Jimmy Diggs,STREET GT - RWD,1:39.584,Supra
21,155,Joseph Mielke,STREET - AWD,1:39.633,STI
22,10,Kyoo Lee,STREET - AWD,1:39.879,Lancer Evolution
23,66,Ben Thorn,STREET - FWD,1:39.881,Civic
24,135,Charlie Ensslin,UNLIMITED - AWD,1:40.038,STi
25,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:40.073,Civic Si
26,77,Alex Artayet,STREET GT - RWD,1:40.204,M3
27,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:40.262,S2000
28,64,Grant Mullet,STREET GT - RWD,1:40.296,Z06
29,233,Wilbur Huang,STREET GT - RWD,1:40.850,M4
30,771,Aric Streeter,UNLIMITED - RWD,1:41.154,7
31,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:41.211,Shelby GT500
32,511,Peter Granberg,STREET MODIFIED - RWD,1:41.732,BRZ
33,575,Clay Davidson,STREET MODIFIED - RWD,1:42.090,Mustang
34,495,Richard Cho,STREET - RWD,1:42.262,370z
35,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:42.576,Miata
36,83,Shane Duncan,STREET - RWD,1:42.843,S2000
37,17,Ryan Frew,STREET GT - RWD,1:42.973,Boxster S
38,187,Nick Stentiford,STREET - RWD,1:43.561,Silvia
39,74,Grant Davidson,STREET - FWD,1:43.763,Integra
40,512,Savanna Little,STREET MODIFIED - RWD,1:44.490,Skyline
41,321,Teagan Thostenson,STREET - AWD,1:44.649,STi
42,85,Phiona Lou,STREET - RWD,1:45.586,S2000
43,32,Mullet Racing,TRACK MODIFIED - RWD,1:45.870,Corvette
44,211,Troy Videkovich,STREET MODIFIED - AWD,1:47.255,WRX
45,505,Tim Beek,STREET - RWD,1:47.674,Sky Redline
46,11,Brandon Ham,STREET GT - RWD,1:47.690,911
47,25,Max Schrager,STREET - AWD,1:48.377,STi
48,56,Patrick Hardin,STREET - FWD,1:48.867,Civic Si
49,48,Torry Skurski,STREET - RWD,1:52.465,328i
50,440,Taylor Steck,STREET - RWD,1:52.529,350z
51,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:53.478,Fit
52,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:56.036,Fit
53,296,Ryan McGriff,TRACK MODIFIED - RWD,1:56.180,SC400
54,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:58.028,Fit
55,323,Michael Peters,STREET MODIFIED - RWD,1:58.766,S2000
56,625,Samel Meseljevic,STREET - RWD,2:33.397,350Z Nismo
57,651,Charlie Moua,STREET - FWD,4:09.996,Civic
58,197,Mechanical Advantage Unlimited,UNLIMITED - AWD,,Sti
59,24,Jacob Elkins,STREET MODIFIED - RWD,,BRZ