Practice 4 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,6,Michael Aumick,STREET MOD - AWD,1:33.699,STI
2,70,Dewey Dewitt,STREET MOD - AWD,1:34.334,IMPREZA
3,14,Kal Fortner,STREET MOD - RWD,1:35.741,AMG GT S
4,338,Ernestas Puzelis,UNLIMITED - RWD,1:36.586,CORVETTE C6
5,79,Nicholas Kohrs,STREET MOD - FWD,1:36.864,CIVIC
6,54,Unfinished Racing,STREET MOD - RWD,1:37.852,CORVETTE
7,114,Bronson Mcnemar,TRACK MOD - RWD,1:37.871,MX-5 MIATA
8,17,Alex Artayet,STREET GT - RWD,1:38.156,M3
9,570,Kyle Magnuson,STREET GT - RWD,1:38.466,718 CAYMAN
10,555,Joe Mielke,STREET - AWD,1:38.498,WRX STI
11,12,Andrew Sonnevil,TRACK MOD - RWD,1:39.018,MX-5 MIATA
12,206,Dalton Klein,TRACK MOD - RWD,1:39.293,CORVETTE
13,29,Kyle Mckiou,STREET MOD - RWD,1:39.469,GR SUPRA
14,187,Keenan Prusank,STREET GT - RWD,1:39.479,CAMARO
15,364,Nicholas Hendrix,STREET GT - RWD,1:39.555,CORVETTE
16,351,Michael Barnes,STREET GT - RWD,1:40.066,MUSTANG
17,878,John Silva,STREET MOD - FWD,1:40.899,CIVIC
18,55,Charles Miller,STREET - AWD,1:40.990,LANCER
19,44,Joel Phillips,STREET GT - RWD,1:41.172,911
20,226,Jerry Liu,STREET MOD - RWD,1:41.264,718 CAYMAN
21,326,Last Minute Racing,CLUB TR - RWD,1:41.597,86
22,19,Josh Powers,TRACK MOD - RWD,1:41.598,CORVETTE
23,194,Mike Callaway,STREET - AWD,1:41.939,IMPREZA
24,145,Devin Hofmann,STREET MOD - AWD,1:42.434,WRX
25,307,Andy Hsiao,STREET MOD - RWD,1:42.858,CORVETTE
26,98,Steven Stewart,TRACK MOD - AWD,1:43.074,IMPREZA
27,13,Jerami Bailey,CLUB TR - RWD,1:43.117,FR-S
28,743,Devin Giles,STREET GT - RWD,1:43.275,CAYMAN S
29,92,Nate Vincent,TRACK MOD - RWD,1:43.508,190E
30,123,Whiskey Danger Racing,TRACK MOD - RWD,1:43.508,S2000
31,595,Dustin Williams,STREET MOD - FWD,1:43.800,CIVIC TYPE R
32,64,Alex Westergaard,TRACK MOD - RWD,1:44.074,S2000
33,997,Jason Gaydos,STREET - RWD,1:44.108,BRZ
34,399,Kevin Kerr,STREET - AWD,1:44.411,LANCER
35,363,Michael Kubiak,STREET GT - RWD,1:45.228,CORVETTE
36,429,Camden Fox,STREET MOD - RWD,1:45.541,RX-7
37,68,Patrick Daugherty,STREET - FWD,1:45.691,CIVIC TYPE R
38,129,Johnny Rose,CLUB TR - RWD,1:46.326,GR86
39,238,Garrett Gloceri,CLUB TR - RWD,1:46.906,RX-8
40,611,Benjamin Carter,CLUB TR - RWD,1:47.075,S2000
41,142,Juan Johnson,CLUB TR - RWD,1:47.106,S2000
42,199,Ian Flavin,CLUB TR - RWD,1:47.184,BRZ
43,11,Graham Gaylord,STREET GT - AWD,1:47.232,RS 3
44,87,Alan Newsome,STREET MOD - RWD,1:47.372,RX-7
45,420,Aric Streeter,STREET MOD - RWD,1:47.518,MUSTANG
46,442,Logan Geyer,CLUB TR - RWD,1:47.606,BRZ
47,28,Knottfast Motorsports,CLUB TR - RWD,1:47.633,FR-S
48,165,Jeremy Salenius,UNLIMITED - RWD,1:47.788,MUSTANG
49,517,Tim Lutz,STREET MOD - RWD,1:47.792,CORVETTE
50,5,Ezekiel Malchow,STREET MOD - RWD,1:48.159,MUSTANG
51,310,Mike Coons,STREET - AWD,1:48.166,IMPREZA
52,373,Benjamin Smolen,STREET GT - RWD,1:48.354,MUSTANG
53,15,Adam Wrobel,CLUB TR - FWD,1:48.647,INTEGRA
54,511,Peter Granberg,CLUB TR - RWD,1:50.321,BRZ
55,169,Dan Mai,CLUB TR - RWD,1:50.322,325I
56,174,Mike Janssen,CLUB TR - FWD,1:50.933,CIVIC
57,575,Clay Davidson,STREET MOD - RWD,1:51.323,240SX
58,46,Nehru Cheddie,CLUB TR - AWD,1:51.545,GR COROLLA
59,191,Jessica Powers,TRACK MOD - RWD,1:51.678,CORVETTE
60,572,Ivan Munoz,CLUB TR - RWD,1:52.024,BRZ
61,727,Mario Mirone,CLUB TR - FWD,1:54.832,CIVIC
62,126,Jacob Abbott,SUNDAE CUP - FWD,2:01.243,FIT
63,124,Damian Mccann,STREET - AWD,2:02.932,IMPREZA
64,130,James Smith,SUNDAE CUP - FWD,,FIT
65,144,Ryan Mukherjee,SUNDAE CUP - FWD,,FIT
66,125,Kevin Head,STREET - RWD,,RX-7
67,463,Kevin Gu,SUNDAE CUP - FWD,,CIVIC
68,99,George Reeves,CLUB TR - RWD,,MX-5
69,91,Chris Rice,SUNDAE CUP - FWD,,FIT
70,488,Matt Dietlin,SUNDAE CUP - FWD,,FIT
71,122,Jason Davidson,SUNDAE CUP - FWD,,FIT
72,269,Christian Wendland,SUNDAE CUP - FWD,,FIT
73,1,Chris Wolf,SUNDAE CUP - FWD,,FIT
74,950,Jacob Maller,CLUB TR - FWD,,850
75,133,Emily Howard,SUNDAE CUP - FWD,,FIT
76,736,Cody Smith,STREET MOD - RWD,,CUTLASS
77,171,Andrius Bertulis,UNLIMITED - RWD,,RCF
78,717,Scott Hollingsworth,STREET MOD - RWD,,S2000
79,22,Dallas Reed,UNLIMITED - RWD,,RX-8
80,333,Anthony Barber,STREET - AWD,,MODEL 3