GLTC Race 3 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,82,Eric Kutil,GLTC - FWD,1:43.078,2,6,,25
2,7,Luke Mcgrew,GLTC - RWD,1:42.681,2,6,0.694,21
3,41,James Houghton,GLTC - FWD,1:45.743,2,6,0.645,18
4,484,Matan Rosenberg,GLTC - RWD,1:45.949,2,6,5.632,16
5,129,James Cathers,GLTC - RWD,1:44.896,2,6,2.615,15
6,715,Salil Shukla,GLTC - RWD,1:44.639,2,6,1.367,14
7,330,Eric Magnussen,GLTC - RWD,1:44.444,2,6,1.042,13
8,72,Dj Alessandrini,GLTC - RWD,1:44.824,2,6,1.397,12
9,204,Lealand Wamboldt,GLTC - FWD,1:45.117,2,6,0.687,11
10,83,Carlos Mendez,GLTC - RWD,1:46.446,2,6,1.975,10
11,98,Andrew Rains,GLTC - RWD,1:46.790,2,6,1.165,9
12,1,Gary Wimble,GLTC - RWD,1:47.917,2,6,1.029,8
13,33,Justin Lee,GLTC - RWD,1:47.487,2,6,4.165,7
14,71,Joel Morrison,GLTC - RWD,1:47.659,2,6,0.722,6
15,4,Adam Ulrich,GLTC - RWD,1:47.781,2,6,1.197,5
16,69,James Forbis,GLTC - RWD,1:47.946,2,6,0.913,4
17,159,Joshua Rubenstein,GLTC - RWD,1:47.980,2,6,1.625,3
18,84,Thomas Lathrop,GLTC - RWD,1:48.062,2,6,1.115,2
19,886,Jason Nguyen,GLTC - RWD,1:48.248,2,6,1.275,1
20,136,Austin Cobb,GLTC - RWD,1:48.279,2,6,0.656,0
21,888,Dai Nguyen,GLTC - RWD,1:48.575,2,6,1.343,0
22,171,Clayton Fitzpatrick,GLTC - RWD,1:49.163,2,6,0.718,0
23,87,Nicholas Stentiford,GLTC - RWD,1:47.922,2,6,1.556,0
24,124,Peter Collins,GLTC - RWD,1:48.416,2,6,1.127,0
25,515,Thomas Moss,GLTC - RWD,1:49.504,2,6,1.726,0
26,10,Brian Tyson,GLTC - FWD,1:50.472,2,6,1.329,0
27,62,Doug Geiger,GLTC - RWD,1:50.401,2,6,0.852,0
28,9,Adam Griffith,GLTC - RWD,1:49.639,2,6,0.882,0
29,337,Bryan Leonard,GLTC - RWD,1:49.518,2,6,2.038,0
30,38,Ernestas Puzelis,GLTC - RWD,1:48.323,2,6,0.853,0
31,28,Peter Zhang,GLTC - RWD,1:49.640,2,6,1.172,0
32,5,Kevin Bandy,GLTC - RWD,1:52.336,2,6,0.994,0
33,917,Lena Chin,GLTC - RWD,1:47.215,2,6,1.373,0
34,56,Bob Ross,GLTC - RWD,1:51.889,2,6,0.982,0
35,100,Andrew Cowden,GLTC - RWD,1:53.816,2,6,2.623,0
36,184,Eric Jensen,GLTC - RWD,1:48.946,2,6,1.296,0
37,860,Nathan Manning,GLTC - RWD,1:55.128,2,6,1.39,0
38,165,Carter Hollis,GLTC - FWD,1:54.920,2,6,0.711,0
39,16,Robert Mcdaniels,GLTC - RWD,1:54.832,2,6,0.858,0
40,90,Matt Waldbaum,GLTC - RWD,1:45.514,2,2,4 Laps,0
41,166,Ben Thorn,GLTC - FWD,1:44.418,2,2,2.123,0
42,99,Ronnie Vajdak,GLTC - FWD,1:44.948,2,6,0.078,0
43,92,Marcus Luttrell,GLTC - RWD,1:50.791,2,2,23.513,0
44,521,Sean Macneil,GLTC - FWD,1:54.942,2,2,4.253,0
45,236,Jon Kozlow,GLTC - RWD,,0,,2 Laps,0
DQ,212,Andy Smedegard,GLTC - RWD,1:44.562,2,6,,0