GLTC/A Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,7,Luke Mcgrew,GLTC - RWD,1:35.864,3,9,,25
2,17,Tony Marchev,GLTC - RWD,1:36.224,5,9,0.343,21
3,82,Eric Kutil,GLTC - FWD,1:36.145,5,9,0.278,18
4,715,Andy Smedegard,GLTC - RWD,1:36.104,4,9,0.791,16
5,484,Matan Rosenberg,GLTC - RWD,1:36.150,4,9,0.57,15
6,19,Aaron Leichty,GLTC - RWD,1:36.261,4,9,0.422,14
7,129,James Cathers,GLTC - RWD,1:36.012,4,9,0.172,13
8,55,Paul Darling,GLTC - RWD,1:36.375,4,9,0.441,12
9,109,Dana Basinski,GLTC - RWD,1:35.888,5,9,0.254,11
10,45,Colton Wade,GLTC - RWD,1:36.742,3,9,0.971,10
11,202,Jake Price,GLTC - RWD,1:36.359,4,9,0.625,9
12,241,Tyler Pappas,GLTC - RWD,1:37.198,3,9,0.324,8
13,917,Lena Chin,GLTC - RWD,1:37.355,2,9,0.375,7
14,34,Austin Hertel,GLTC - RWD,1:36.876,3,9,0.036,6
15,83,Carlos Mendez,GLTC - RWD,1:37.888,2,9,0.656,5
16,32,Jake Joraanstad,GLTC - RWD,1:37.213,3,9,3.678,4
17,4,Adam Ulrich,GLTC - RWD,1:37.682,3,9,0.691,3
18,46,Ryan Kristoff,GLTC - FWD,1:39.125,3,9,0.871,2
19,144,Vytis Aranauskas,GLTC - RWD,1:38.044,3,9,0.822,1
20,207,Adam Wood,GLTC - AWD,1:38.217,3,9,0.271,0
21,85,Samuel Scott,GLTC - RWD,1:37.948,3,9,0.369,0
22,222,Kyle Hale,GLTC - RWD,1:38.060,3,9,0.085,0
23,33,Thing 3 Racing,GLTC - RWD,1:38.616,4,9,0.176,0
24,136,Austin Cobb,GLTC - RWD,1:39.150,4,9,1.074,0
25,337,Bryan Leonard,GLTC - RWD,1:39.301,4,9,0.106,0
26,10,Brian Tyson,GLTC - FWD,1:39.139,4,9,0.467,0
27,24,Dustin Bartee,GLTC - FWD,1:39.212,4,9,0.042,0
28,90,Matt Waldbaum,GLTC - RWD,1:36.697,3,3,6 Laps,0