TrackBattle Heat 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,11,Graham Gaylord,STREET MOD - AWD,1:35.572,IMPREZA
2,985,Dayton Delahoussaye,STREET MOD - RWD,1:36.025,MX-5 MIATA
3,94,Mike Bryant,CLUB TR - RWD,1:36.454,MX-5 MIATA
4,18,Kevin Vue,CLUB TR - FWD,1:37.000,INTEGRA
5,45,Ross Ligibel,STREET - RWD,1:37.809,M3
6,466,Willem Drees,STREET - FWD,1:38.021,ELANTRA N
7,23,King Thao,CLUB TR - FWD,1:38.209,CIVIC
8,15,Adam Wrobel,CLUB TR - FWD,1:38.287,INTEGRA
9,55,Paul Darling,SUPER UNLIMITED - RWD,1:38.401,M3
10,319,Chris Schuster,CLUB TR - RWD,1:38.611,GR86
11,410,Foster Johnson,CLUB TR - RWD,1:38.759,S2000
12,194,Mike Callaway,STREET - AWD,1:39.256,IMPREZA
13,38,Aaron Rekkedahl,STREET - FWD,1:39.324,CIVIC TYPE R
14,949,Evin Degirmencioglu,STREET GT - RWD,1:40.140,MUSTANG
15,997,Jason Gaydos,CLUB TR - RWD,1:40.177,BRZ
16,230,Daniel Persing,CLUB TR - RWD,1:40.383,BRZ
17,517,Tim Lutz,STREET MOD - RWD,1:40.397,CORVETTE
18,550,Anthony Colard,STREET GT - RWD,1:40.445,MUSTANG
19,177,Brad Angevaare,TRACK MOD - RWD,1:40.491,MX-5 MIATA
20,669,Carlos Alvarez,STREET GT - RWD,1:40.904,M2
21,56,Nicholas Alpin,STREET GT - RWD,1:41.003,CORVETTE
22,69,Cody Umbaugh,STREET - FWD,1:41.097,CIVIC
23,241,Dariush Lotfi,CLUB TR - RWD,1:41.463,MX-5 MIATA
24,504,Kameron Newman,STREET MOD - RWD,1:41.479,BRZ
25,48,Jeremy Hensley,STREET - AWD,1:41.581,IMPREZA
26,323,Freddy De La Rosa,CLUB TR - RWD,1:42.058,S2000
27,518,Michael Budai,CLUB TR - FWD,1:42.089,CIVIC
28,25,Christopher Quashnie,STREET - FWD,1:42.197,CIVIC
29,80,Chris Nahill,STREET - FWD,1:42.310,CIVIC
30,442,Logan Geyer,CLUB TR - RWD,1:42.411,BRZ
31,515,Jared Garcia,CLUB TR - RWD,1:42.423,S2000
32,120,Will Evans,STREET MOD - FWD,1:42.745,CIVIC TYPE R
33,920,Aaron Byram,CLUB TR - RWD,1:42.915,M3
34,771,Rico Valdez,STREET GT - RWD,1:42.932,CORVETTE
35,71,Kevin Horn,CLUB TR - RWD,1:43.165,FR-S
36,622,Jake Rawson,CLUB TR - RWD,1:43.506,3 SERIES
37,218,Jason Mulderig,CLUB TR - RWD,1:43.544,S2000
38,75,Jerome Cahuzac,STREET GT - RWD,1:43.664,M2
39,7,Thomas Halka,STREET - AWD,1:44.197,IMPREZA
40,432,Connor Omara,CLUB TR - AWD,1:44.276,R32
41,598,Cory Gordinier,STREET MOD - RWD,1:44.302,MX-5 MIATA
42,624,Marketti-Morales Nolan,STREET - AWD,1:44.487,IMPREZA
43,240,Eric Knerr,CLUB TR - FWD,1:44.562,CIVIC
44,521,Juniper Zarder,STREET MOD - RWD,1:45.217,Z
45,46,Nehru Cheddie,STREET - RWD,1:45.223,M3
46,915,Dylan Rodgers,CLUB TR - RWD,1:45.300,MX-5 MIATA
47,706,Troy Delahoussaye,STREET MOD - RWD,1:46.796,MX-5 MIATA
48,198,Bruce Yhun,CLUB TR - FWD,1:47.459,CR-Z
49,76,Ethan Brown,STREET MOD - FWD,1:47.517,GOLF GTI
50,116,Lennon Radcliffe,CLUB SC - FWD,1:47.606,COROLLA
51,130,James Smith,CLUB SC - FWD,1:47.852,FIT
52,134,David Best,CLUB SC - FWD,1:47.992,FIT
53,156,Mike Janssen,CLUB SC - FWD,1:48.206,CIVIC
54,370,Sam Deuling,CLUB SC - FWD,1:48.727,FIT
55,115,Wesley Penn,UNLIMITED - RWD,1:48.744,CORVETTE
56,91,Chris Rice,CLUB SC - FWD,1:49.022,FIT
57,412,Austin Obrien,CLUB SC - FWD,1:49.147,FIT
58,823,Dave Laps,STREET - FWD,1:49.308,COBALT
59,262,Noah Janke,CLUB TR - RWD,1:49.397,MR2
60,144,Ryan Mukherjee,CLUB SC - FWD,1:49.761,FIT
61,377,Jack Coughlin,CLUB SC - FWD,1:50.636,COUPE
62,357,Luis Rodriguez,CLUB SC - FWD,1:51.442,FIT
63,387,Clay Coughlin,SUPER UNLIMITED - RWD,1:51.478,CARDINAL
64,131,Lisa Keyes,SUPER UNLIMITED - FWD,1:51.928,CIVIC
65,97,Mark Matyac,STREET GT - RWD,1:52.924,3 SERIES
66,574,Zac Zhou,UNLIMITED - RWD,1:53.727,GALLARDO
67,95,Alex Gomez,CLUB SC - FWD,1:55.819,FIT
68,777,Joshua Halka,STREET - AWD,1:57.760,IMPREZA
69,571,John Laughlin,STREET - FWD,1:58.632,CIVIC
70,404,David Bamforth,TRACK MOD - RWD,2:04.906,CAYMAN
71,204,Christopher Heideman,CLUB TR - RWD,2:05.398,S2000
72,470,Eddy Segal,STREET - FWD,2:05.752,CIVIC TYPE R
73,511,Peter Granberg,CLUB TR - RWD,2:06.226,BRZ
74,514,Evan Mclaren,CLUB TR - FWD,2:06.384,INTEGRA
75,310,Mike Coons,STREET - AWD,2:06.511,IMPREZA
76,2,Connor Gallagher,STREET GT - AWD,2:09.615,GT-R
77,909,Mark Kilgore,STREET GT - RWD,2:16.002,M4
78,716,Darius Zajac,TRACK MOD - RWD,2:17.110,CORVETTE
79,66,Matthias Schaub,UNLIMITED - RWD,2:19.328,911
80,727,Mario Mirone,CLUB TR - FWD,2:20.569,CIVIC
81,68,Paul Ough,TRACK MOD - RWD,2:23.819,MUSTANG
82,687,Jackie Ding,TRACK MOD - RWD,2:27.567,M2
83,444,Luca Barberis,STREET MOD - RWD,2:28.046,GR SUPRA
84,276,Tj Ball,TRACK MOD - RWD,,3 SERIES
85,717,Luke Mcgrew,STREET GT - RWD,,Z06
86,445,Justin Peachey,TRACK MOD - RWD,,CORVETTE
,,,,,Official Results Published - 6/26/25 11:30 